ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR018072	conserved_site	Conotoxin, alpha-type, conserved site
IPR018073	conserved_site	Proteinase inhibitor I25, cystatin, conserved site
IPR018074	conserved_site	Ubiquitin-activating enzyme E1, conserved site
IPR018078	conserved_site	DNA-binding, RecF, conserved site
IPR018079	conserved_site	Ribosomal protein S4, conserved site
IPR018080	conserved_site	Band 7/stomatin-like, conserved site
IPR018083	conserved_site	Sterol reductase, conserved site
IPR018084	conserved_site	Hok/gef cell toxic protein, conserved site
IPR018086	conserved_site	NADH:ubiquinone oxidoreductase, subunit 1, conserved site
IPR018087	conserved_site	Glycoside hydrolase, family 5, conserved site
IPR018091	conserved_site	Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site
IPR018093	conserved_site	BCCT transporter, conserved site
IPR018095	conserved_site	Thymidylate kinase, conserved site
IPR018096	conserved_site	Interleukin-4/interleukin-13, conserved site
IPR018097	conserved_site	EGF-like calcium-binding, conserved site
IPR018098	conserved_site	Ribosomal S24e conserved site
IPR018099	conserved_site	Purine phosphorylase, family 2, conserved site
IPR018101	conserved_site	Translation elongation factor Ts, conserved site
IPR018102	conserved_site	Ribosomal S11, conserved site
IPR018103	conserved_site	Translationally controlled tumour protein, conserved site
IPR018104	conserved_site	Translation initiation factor 1A (eIF-1A), conserved site
IPR018106	conserved_site	CAP, conserved site, N-terminal
IPR018107	conserved_site	Sodium:dicarboxylate symporter, conserved site
IPR018109	conserved_site	Folylpolyglutamate synthetase, conserved site
IPR018110	conserved_site	Mandelate racemase/muconate lactonizing enzyme, conserved site
IPR018113	conserved_site	Phosphotransferase system EIIB, cysteine phosphorylation site
IPR018116	conserved_site	Somatotropin hormone, conserved site
IPR018122	conserved_site	Fork head domain conserved site1
IPR018124	conserved_site	Calreticulin/calnexin, conserved site
IPR018126	conserved_site	Small acid-soluble spore protein, alpha/beta-type, conserved site
IPR018130	conserved_site	Ribosomal protein S2, conserved site
IPR018134	conserved_site	Lysosome-associated membrane glycoprotein, conserved site
IPR018146	conserved_site	Glyoxalase I, conserved site
IPR018151	conserved_site	Transcription elongation factor, GreA/GreB, conserved site
IPR018161	conserved_site	Wnt protein, conserved site
IPR018166	conserved_site	S-adenosylmethionine decarboxylase, conserved site
IPR018168	conserved_site	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6, conserved site
IPR018170	conserved_site	Aldo/keto reductase, conserved site
IPR018171	conserved_site	Peptidyl-tRNA hydrolase, conserved site
IPR018176	conserved_site	Tryptophanase, conserved site
IPR018181	conserved_site	Heat shock protein 70, conserved site
IPR018184	conserved_site	Integrin alpha chain, C-terminal cytoplasmic region, conserved site
IPR018186	conserved_site	Transcription factor, T-box, conserved site
IPR018189	conserved_site	Phosphoglucose isomerase, conserved site
IPR018192	conserved_site	Ribosomal protein S5, N-terminal, conserved site
IPR018198	conserved_site	ATP phosphoribosyltransferase, conserved site
IPR018199	conserved_site	Ribosomal protein S4e, N-terminal, conserved site
IPR018200	conserved_site	Ubiquitin specific protease, conserved site
IPR018206	conserved_site	Electron transfer flavoprotein subunit alpha, conserved site
IPR018207	conserved_site	Haem oxygenase conserved site
IPR018211	conserved_site	Alcohol dehydrogenase, iron-type, conserved site
IPR018212	conserved_site	Sodium/solute symporter, conserved site
IPR018214	conserved_site	Glutamyl-tRNA reductase, conserved site
IPR018216	conserved_site	Cathelicidin, conserved site
IPR018219	conserved_site	Thiol peroxidase conserved site
IPR018223	conserved_site	Argininosuccinate synthase, conserved site
IPR018224	conserved_site	Ependymin, conserved site
IPR018226	conserved_site	Barwin, conserved site
IPR018228	conserved_site	Deoxyribonuclease, TatD-related, conserved site
IPR018230	conserved_site	BUD31/G10-related, conserved site
IPR018232	conserved_site	Glycoside hydrolase, family 37, conserved site
IPR018233	conserved_site	Calsequestrin, conserved site
IPR018234	conserved_site	GTP cyclohydrolase I, conserved site
IPR018235	conserved_site	Bacterial luciferase, conserved site
IPR018236	conserved_site	SAICAR synthetase, conserved site
IPR018237	conserved_site	Myelin proteolipid protein PLP, conserved site
IPR018238	conserved_site	Glycoside hydrolase, family 14, conserved site
IPR018240	conserved_site	Clathrin adaptor, mu subunit, conserved site
IPR018241	conserved_site	Anion exchange, conserved site
IPR018244	conserved_site	Allergen V5/Tpx-1-related, conserved site
IPR018245	conserved_site	Gonadotropin, beta subunit, conserved site
IPR018251	conserved_site	Crustacean neurohormone, conserved site
IPR018252	conserved_site	Annexin repeat, conserved site
IPR018253	conserved_site	DnaJ domain, conserved site
IPR018254	conserved_site	Ribosomal protein L29, conserved site
IPR018255	conserved_site	Ribosomal protein L10e, conserved site
IPR018256	conserved_site	Ribosomal protein L13e, conserved site
IPR018257	conserved_site	Ribosomal protein L19, conserved site
IPR018258	conserved_site	Ribosomal protein L21, conserved site
IPR018259	conserved_site	Ribosomal protein L21e, conserved site
IPR018260	conserved_site	Ribosomal protein L22/L17, conserved site
IPR018261	conserved_site	Ribosomal protein L27, conserved site
IPR018262	conserved_site	Ribosomal protein L27e, conserved site
IPR018263	conserved_site	Ribosomal protein L32e, conserved site
IPR018264	conserved_site	Ribosomal protein L33, conserved site
IPR018265	conserved_site	Ribosomal protein L35, conserved site
IPR018266	conserved_site	Ribosomal protein L35Ae, conserved site
IPR018267	conserved_site	Ribosomal protein L37e, conserved site
IPR018268	conserved_site	Ribosomal protein S10, conserved site
IPR018269	conserved_site	Ribosomal protein S13, conserved site
IPR018271	conserved_site	Ribosomal protein S14, conserved site
IPR018273	conserved_site	Ribosomal protein S17e, conserved site
IPR018275	conserved_site	Ribosomal protein S18, conserved site
IPR018277	conserved_site	Ribosomal protein S19e, conserved site
IPR018278	conserved_site	Ribosomal protein S21, conserved site
IPR018279	conserved_site	Ribosomal protein S21e, conserved site
IPR018280	conserved_site	Ribosomal protein S3, conserved site
IPR018281	conserved_site	Ribosomal protein S3Ae, conserved site
IPR018282	conserved_site	Ribosomal protein S6e, conserved site
IPR018283	conserved_site	Ribosomal protein S8e, conserved site
IPR018293	conserved_site	43kDa postsynaptic, conserved site
IPR018294	conserved_site	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site
IPR018295	conserved_site	FLAP/GST2/LTC4S, conserved site
IPR018296	conserved_site	Acid phosphatase, class A, bacterial, conserved site
IPR018297	conserved_site	Adenylyl cyclase class-4/guanylyl cyclase, conserved site
IPR018300	conserved_site	Aminotransferase, class IV, conserved site
IPR018311	conserved_site	Autoinducer synthesis, conserved site
IPR018312	conserved_site	Chromosomal replication control, initiator DnaA, conserved site
IPR018313	conserved_site	Solute-binding protein family 3, conserved site
IPR018314	conserved_site	Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site
IPR018321	conserved_site	Glucosamine-6-phosphate isomerase, conserved site
IPR018334	conserved_site	ArsR-type transcription regulator, HTH motif
IPR018335	conserved_site	Transcription regulator HTH, Crp-type, conserved site
IPR018336	conserved_site	Ribonuclease PH, conserved site
IPR018338	conserved_site	Carbonic anhydrase, alpha-class, conserved site
IPR018350	conserved_site	Transcription factor COE, conserved site
IPR018354	conserved_site	Snake toxin, conserved site
IPR018356	conserved_site	Transcription regulator, HTH DeoR-type, conserved site
IPR018357	conserved_site	Hexapeptide transferase, conserved site
IPR018358	conserved_site	Disintegrin, conserved site
IPR018359	conserved_site	Bromodomain, conserved site
IPR018360	conserved_site	Calcitonin, conserved site
IPR018361	conserved_site	Caveolin, conserved site
IPR018362	conserved_site	CCAAT-binding factor, conserved site
IPR018363	conserved_site	CD59 antigen, conserved site
IPR018365	conserved_site	Cell cycle, FtsW / RodA / SpoVE, conserved site
IPR018366	conserved_site	Carbohydrate-binding type-2, conserved site
IPR018368	conserved_site	ClpA/B, conserved site 1
IPR018369	conserved_site	Chaperonin GroES, conserved site
IPR018370	conserved_site	Chaperonin Cpn60, conserved site
IPR018371	conserved_site	Chitin-binding, type 1, conserved site
IPR018375	conserved_site	Coproporphyrinogen III oxidase, conserved site
IPR018376	conserved_site	Enoyl-CoA hydratase/isomerase, conserved site
IPR018378	conserved_site	C-type lectin, conserved site
IPR018394	conserved_site	Cryptochrome/DNA photolyase class 1, conserved site, C-terminal
IPR018446	conserved_site	Corticotropin-releasing factor conserved site
IPR018456	conserved_site	PTR2 family proton/oligopeptide symporter, conserved site
IPR018457	conserved_site	LacY/RafB permease family, conserved site
IPR018467	conserved_site	CO/COL/TOC1, conserved site
IPR018480	conserved_site	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site
IPR018483	conserved_site	Carbohydrate kinase, FGGY, conserved site
IPR018486	conserved_site	Hemopexin, conserved site
IPR018488	conserved_site	Cyclic nucleotide-binding, conserved site
IPR018493	conserved_site	Gas vesicle protein GvpA, conserved site
IPR018494	conserved_site	Oxysterol-binding protein, conserved site
IPR018495	conserved_site	Succinate dehydrogenase, cytochrome b subunit, conserved site
IPR018496	conserved_site	Pseudouridine synthase, RsuA/RluB/E/F, conserved site
IPR018498	conserved_site	Peripherin/rom-1, conserved site
IPR018503	conserved_site	Tetraspanin, conserved site
IPR018507	conserved_site	Cytochrome c oxidase, subunit VIa, conserved site
IPR018509	conserved_site	Dehydroquinase, class II, conserved site
IPR018511	conserved_site	Hemolysin-type calcium-binding conserved site
IPR018517	conserved_site	tRNA-dihydrouridine synthase, conserved site
IPR018520	conserved_site	Di-trans-poly-cis-decaprenylcistransferase-like, conserved site
IPR018522	conserved_site	DNA topoisomerase, type IIA, conserved site
IPR018523	conserved_site	Isocitrate lyase/phosphorylmutase, conserved site
IPR018525	conserved_site	Mini-chromosome maintenance, conserved site
IPR018526	conserved_site	Glycoside hydrolase, family 29, conserved site
IPR018528	conserved_site	Prephenate dehydratase, conserved site
IPR018892	conserved_site	Retro-transposon transporting motif
IPR018935	conserved_site	RIO kinase, conserved site
IPR018936	conserved_site	Phosphatidylinositol 3/4-kinase, conserved site
IPR018938	conserved_site	Glycophorin, conserved site
IPR019015	conserved_site	HIRA B motif
IPR019041	conserved_site	SSXRD motif
IPR019546	conserved_site	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal
IPR019735	conserved_site	Synapsin, conserved site
IPR019737	conserved_site	Homeobox engrailed-type, conserved site
IPR019738	conserved_site	Myelin P0 protein, conserved site
IPR019739	conserved_site	CTF transcription factor/nuclear factor 1, conserved site
IPR019740	conserved_site	Pyridoxamine 5'-phosphate oxidase, conserved site
IPR019741	conserved_site	Galactokinase, conserved site
IPR019742	conserved_site	Alpha-2-macroglobulin, conserved site
IPR019743	conserved_site	Involucrin, conserved site
IPR019744	conserved_site	Amyloidogenic glycoprotein,  copper-binding domain conserved site
IPR019745	conserved_site	Amyloidogenic glycoprotein, intracellular domain, conserved site
IPR019747	conserved_site	FERM conserved site
IPR019758	conserved_site	Peptidase S26A, signal peptidase I, conserved site
IPR019760	conserved_site	DNA-directed DNA polymerase, family A, conserved site
IPR019761	conserved_site	DNA-directed RNA polymerase M, 15kDa subunit, conserved site
IPR019762	conserved_site	Dynamin, GTPase region, conserved site
IPR019763	conserved_site	Dynein light chain, type 1/2, conserved site
IPR019764	conserved_site	Endothelin-like toxin, conserved site
IPR019765	conserved_site	Ephrin, conserved site
IPR019767	conserved_site	Erythropoietin/thrombopoeitin, conserved site
IPR019770	conserved_site	Eukaryotic translation initiation factor 4E (eIF-4E), conserved site
IPR019771	conserved_site	F-actin capping protein, beta subunit, conserved site
IPR019775	conserved_site	WD40 repeat, conserved site
IPR019776	conserved_site	Flagellar basal body rod protein, conserved site
IPR019777	conserved_site	Formate C-acetyltransferase glycine radical, conserved site
IPR019778	conserved_site	Hydrophobin, conserved site
IPR019786	conserved_site	Zinc finger, PHD-type, conserved site
IPR019790	conserved_site	Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, conserved site
IPR019795	conserved_site	Globin, bacterial-like, conserved site
IPR019797	conserved_site	Glutamate 5-kinase, conserved site
IPR019801	conserved_site	Glycoside hydrolase, family 35, conserved site
IPR019802	conserved_site	Glycoside hydrolase, family 4, conserved site
IPR019803	conserved_site	Glypican, conserved site
IPR019804	conserved_site	Ras guanine-nucleotide exchange factor, conserved site
IPR019805	conserved_site	Heat shock protein Hsp90, conserved site
IPR019806	conserved_site	Heat-stable enterotoxin, conserved site
IPR019808	conserved_site	Histidine triad, conserved site
IPR019809	conserved_site	Histone H4, conserved site
IPR019811	conserved_site	Homoserine dehydrogenase, conserved site
IPR019812	conserved_site	Hydrogenase assembly chaperone, conserved site
IPR019813	conserved_site	Translation initiation factor 3, conserved site
IPR019817	conserved_site	Interferon regulatory factor, conserved site
IPR019818	conserved_site	Isocitrate/isopropylmalate dehydrogenase, conserved site
IPR019819	conserved_site	Carboxylesterase type B, conserved site
IPR019820	conserved_site	Sec-independent periplasmic protein translocase, conserved site
IPR019821	conserved_site	Kinesin motor domain, conserved site
IPR019823	conserved_site	Large-conductance mechanosensitive channel, conserved site
IPR019827	conserved_site	Leukemia inhibitory factor /oncostatin, conserved site
